"","stateid","year","vio","mur","rob","incarc_rate","pb1064","pw1064","pm1029","pop","avginc","density","shall","State","Code","region","vo"
"20",1,96,565.400024414062,10,167,471,9.1494197845459,55.3141975402832,14.4180154800415,4.29040288925171,12.90891456604,0.0845399647951126,0,"Alabama","AL","alabama",388.400024414062
"21",1,97,564.5,9.89999961853027,160.5,492,9.20609092712402,55.1597213745117,14.307333946228,4.32028102874756,13.1211090087891,0.0851286947727203,0,"Alabama","AL","alabama",394.10000038147
"22",1,98,512.099975585938,8.10000038146973,130.899993896484,500,9.25758647918701,55.2574462890625,14.1698408126831,4.35103702545166,13.5140981674194,0.0857347175478935,0,"Alabama","AL","alabama",373.099981307983
"23",1,99,490.200012207031,7.90000009536743,121.199996948242,519,9.33141613006592,55.2978096008301,14.005202293396,4.36986207962036,13.7372560501099,0.086105652153492,0,"Alabama","AL","alabama",361.100015163422
"24",2,77,443.200012207031,10.8000001907349,96.8000030517578,63,7.83567190170288,62.141300201416,22.3526859283447,0.403436988592148,20.2968254089355,0.000708281295374036,0,"Alaska","AK","alaska",335.600008964539
"25",2,78,441.899993896484,12.8999996185303,91.3000030517578,75,7.94561767578125,62.650089263916,22.0560626983643,0.404763996601105,19.0449924468994,0.000710610940586776,0,"Alaska","AK","alaska",337.699991226196
"26",2,79,491.100006103516,13.3000001907349,109.599998474121,127,8.05729579925537,63.0959930419922,21.9740142822266,0.402752995491028,18.1158885955811,0.00070708041312173,0,"Alaska","AK","alaska",368.20000743866
"27",2,80,436,8.89999961853027,81.8000030517578,133,8.12355804443359,62.7206001281738,21.5506458282471,0.405315011739731,17.9016628265381,0.000710041262209415,0,"Alaska","AK","alaska",345.299997329712
"28",2,81,615.799987792969,14.6000003814697,114.599998474121,143,8.1538782119751,62.8037109375,21.0166130065918,0.418487995862961,18.075231552124,0.000733118096832186,0,"Alaska","AK","alaska",486.599988937378
"29",2,82,623.700012207031,18.5,133.800003051758,170,8.149489402771,62.8959274291992,20.3237915039062,0.449611008167267,18.9671268463135,0.000787640165071934,0,"Alaska","AK","alaska",471.400009155273
"30",2,83,613.799987792969,13.8000001907349,97.0999984741211,194,8.11417293548584,62.8696403503418,19.5421123504639,0.488416999578476,19.0450000762939,0.000855621532537043,0,"Alaska","AK","alaska",502.899989128113
"31",2,84,621.599975585938,11.6000003814697,109.400001525879,219,8.09475517272949,62.4142761230469,18.8515548706055,0.513702988624573,18.5902156829834,0.000899918202776462,0,"Alaska","AK","alaska",500.599973678589
"32",2,85,581.799987792969,9.80000019073486,92.9000015258789,252,8.05383014678955,61.8826217651367,18.2291946411133,0.532491981983185,18.7052001953125,0.000932833238039166,0,"Alaska","AK","alaska",479.099986076355
"33",2,86,570.400024414062,8.60000038146973,88,288,8.08240032196045,61.269702911377,17.8112297058105,0.544269025325775,17.9063911437988,0.000953464535996318,0,"Alaska","AK","alaska",473.800024032593
"34",2,87,455.399993896484,10.1000003814697,73.0999984741211,306,8.18545913696289,60.439266204834,17.4971733093262,0.539309978485107,16.9559173583984,0.000944777217227966,0,"Alaska","AK","alaska",372.199995040894
"35",2,88,522.799987792969,5.69999980926514,72.9000015258789,339,8.39216041564941,60.0935096740723,17.2062911987305,0.541981995105743,16.7406444549561,0.000949458044487983,0,"Alaska","AK","alaska",444.199986457825
"36",2,89,497.700012207031,8,67.5999984741211,355,8.55610752105713,59.8240356445312,17.1337814331055,0.547152996063232,17.2853775024414,0.000958516786340624,0,"Alaska","AK","alaska",422.10001373291
"37",2,90,524.5,7.5,76.6999969482422,361,8.63067722320557,60.0833435058594,16.9997463226318,0.553120017051697,17.3118782043457,0.000969749700743705,0,"Alaska","AK","alaska",440.300003051758
"38",2,91,613.900024414062,7.40000009536743,113.199996948242,348,8.52666473388672,60.3590888977051,16.5616493225098,0.569272994995117,17.0059833526611,0.000998069648630917,0,"Alaska","AK","alaska",493.300027370453
"39",2,92,660.5,7.5,109,345,8.53454303741455,60.7554779052734,16.3458385467529,0.587073028087616,16.9782295227051,0.00102927733678371,0,"Alaska","AK","alaska",544
"40",2,93,760.799987792969,9,122.400001525879,327,8.6307544708252,60.7601776123047,16.1928195953369,0.596993029117584,17.067907333374,0.00104666932020336,0,"Alaska","AK","alaska",629.39998626709
"41",2,94,766.299987792969,6.30000019073486,146.199996948242,446,8.59339618682861,60.8720245361328,15.9753856658936,0.600624024868011,16.9700164794922,0.00105303537566215,0,"Alaska","AK","alaska",613.799990653992
"42",2,95,770.900024414062,9.10000038146973,155.100006103516,317,8.62499904632568,61.2004776000977,15.7581758499146,0.601345002651215,16.8718910217285,0.00105429952964187,1,"Alaska","AK","alaska",606.700017929077
"43",2,96,727.700012207031,7.40000009536743,117,338,8.75226020812988,61.2317695617676,15.8194999694824,0.604918003082275,16.5461940765381,0.00106056383810937,1,"Alaska","AK","alaska",603.300012111664
"44",2,97,701.099975585938,8.89999961853027,106.400001525879,383,8.83441734313965,61.0091857910156,15.9848299026489,0.608846008777618,16.8166790008545,0.00106745050288737,1,"Alaska","AK","alaska",585.799974441528
"45",2,98,653.900024414062,6.69999980926514,86.5999984741211,420,8.93393230438232,60.7454452514648,16.3056221008301,0.615204989910126,17.077449798584,0.00107859936542809,1,"Alaska","AK","alaska",560.600026130676
"46",2,99,631.5,8.60000038146973,91.4000015258789,413,8.98660278320312,60.5546417236328,16.631799697876,0.619499981403351,17.1201419830322,0.00108612945768982,1,"Alaska","AK","alaska",531.499998092651
"47",4,77,494.200012207031,9.5,138.199996948242,125,3.4364218711853,66.6195755004883,18.7281284332275,2.42519688606262,10.9194478988647,0.021383011713624,0,"Arizona","AZ","arizona",346.500015258789
"48",4,78,552.099975585938,9.39999961853027,162.899993896484,129,3.45741581916809,66.4878158569336,18.4891929626465,2.51531791687012,11.5914077758789,0.0221776105463505,0,"Arizona","AZ","arizona",379.799982070923
"49",4,79,593,8.89999961853027,175.699996948242,146,3.47344207763672,66.4995803833008,18.2848491668701,2.63557004928589,11.8046875,0.0232378747314215,0,"Arizona","AZ","arizona",408.400003433228
"50",4,80,650.900024414062,10.3000001907349,193.600006103516,139,3.59280943870544,66.157356262207,18.0928001403809,2.73777389526367,11.5943098068237,0.024119658395648,0,"Arizona","AZ","arizona",447.000018119812
"51",4,81,575.799987792969,8.10000038146973,177.600006103516,160,3.55763292312622,66.357177734375,17.994987487793,2.8101270198822,11.6811676025391,0.0247570835053921,0,"Arizona","AZ","arizona",390.099981307983
"52",4,82,517,8.30000019073486,158.600006103516,184,3.58812618255615,66.1836471557617,17.7972679138184,2.88986492156982,11.2952394485474,0.0254595726728439,0,"Arizona","AZ","arizona",350.09999370575
"53",4,83,494.200012207031,7.19999980926514,132.399993896484,209,3.62258696556091,65.8668670654297,17.5813293457031,2.96892809867859,11.6540002822876,0.0261561125516891,0,"Arizona","AZ","arizona",354.600018501282
"54",4,84,516.099975585938,7.80000019073486,131.100006103516,223,3.64469599723816,65.5867233276367,17.3071537017822,3.06714200973511,12.3567152023315,0.027021374553442,0,"Arizona","AZ","arizona",377.199969291687
"55",4,85,602.5,8,146.5,247,3.67384052276611,65.3399429321289,17.0261039733887,3.18353509902954,12.786208152771,0.0280467886477709,0,"Arizona","AZ","arizona",448
"56",4,86,658.299987792969,9.30000019073486,169.199996948242,256,3.72806024551392,65.1116180419922,16.7382755279541,3.30826210975647,13.1468667984009,0.0291456282138824,0,"Arizona","AZ","arizona",479.799990653992
"57",4,87,612.599975585938,7.5,138.399993896484,268,3.78464198112488,64.7777404785156,16.4506607055664,3.43710207939148,13.2690095901489,0.030280701816082,0,"Arizona","AZ","arizona",466.699981689453
"58",4,88,610.099975585938,8.5,137,307,3.84438800811768,64.4443435668945,16.1566352844238,3.53517889976501,13.2993898391724,0.0311447568237782,0,"Arizona","AZ","arizona",464.599975585938
"59",4,89,599.599975585938,6.69999980926514,139,328,3.90328907966614,63.9122467041016,15.8951692581177,3.62217593193054,13.3041038513184,0.0319111943244934,0,"Arizona","AZ","arizona",453.899975776672
"60",4,90,652.400024414062,7.69999980926514,160.899993896484,350,3.9642505645752,64.8459854125977,15.6515693664551,3.67905592918396,13.114782333374,0.0323740877211094,0,"Arizona","AZ","arizona",483.800030708313
"61",4,91,670.700012207031,7.80000019073486,165.699996948242,375,4.0262131690979,64.4826126098633,15.3261728286743,3.76239395141602,12.8385534286499,0.0331074260175228,0,"Arizona","AZ","arizona",497.200015068054
"62",4,92,670.799987792969,8.10000038146973,153.100006103516,396,4.06753206253052,64.2930145263672,15.0640249252319,3.86733293533325,12.8730096817017,0.034030843526125,0,"Arizona","AZ","arizona",509.599981307983
"63",4,93,715,8.60000038146973,162.899993896484,409,4.10706186294556,64.0261535644531,14.8401479721069,3.99339008331299,12.9228839874268,0.0351400896906853,0,"Arizona","AZ","arizona",543.500005722046
"64",4,94,703.099975585938,10.5,162,430,4.16112041473389,64.1913909912109,14.6324796676636,4.14756107330322,13.2881278991699,0.0364967286586761,0,"Arizona","AZ","arizona",530.599975585938
"65",4,95,713.5,10.3999996185303,173.800003051758,459,4.21051502227783,64.0489883422852,14.5245265960693,4.30690813064575,13.4946355819702,0.0378989093005657,1,"Arizona","AZ","arizona",529.299997329712
"66",4,96,631.5,8.5,167.800003051758,473,4.25886487960815,63.8895797729492,14.4416408538818,4.43230819702148,13.7229852676392,0.0390023775398731,1,"Arizona","AZ","arizona",455.199996948242
"67",4,97,623.700012207031,8.19999980926514,165.699996948242,479,4.3135781288147,64.0339508056641,14.3786735534668,4.55220699310303,14.1463794708252,0.040057435631752,1,"Arizona","AZ","arizona",449.800015449524
"68",4,98,577.900024414062,8.10000038146973,165.199996948242,484,4.31707811355591,63.8719329833984,14.3615436553955,4.66727685928345,14.7452630996704,0.0410699993371964,1,"Arizona","AZ","arizona",404.600027084351
"69",4,99,551.200012207031,8,152.5,507,4.34352397918701,63.8043556213379,14.3665409088135,4.77833223342896,15.0534534454346,0.0420472361147404,1,"Arizona","AZ","arizona",390.700012207031
"70",5,77,322.899993896484,8.80000019073486,83.1999969482422,115,5.32591533660889,59.4973297119141,17.2958469390869,2.20900988578796,9.3214807510376,0.042525939643383,0,"Arkansas","AR","arkansas",230.899996757507
"71",5,78,344.100006103516,9.10000038146973,80,111,5.29471158981323,59.4907112121582,17.0985565185547,2.24312496185303,9.94575214385986,0.0431826934218407,0,"Arkansas","AR","arkansas",255.000005722046
"72",5,79,366.200012207031,9.10000038146973,74.5999984741211,115,5.25668811798096,59.4725570678711,16.9019985198975,2.2713348865509,9.72473621368408,0.0437257699668407,0,"Arkansas","AR","arkansas",282.50001335144
"73",5,80,335.200012207031,9.19999980926514,80.9000015258789,132,5.30099964141846,59.4087219238281,16.7778491973877,2.28873801231384,9.17147350311279,0.043948270380497,0,"Arkansas","AR","arkansas",245.100010871887
"74",5,81,310.299987792969,9.10000038146973,77.4000015258789,128,5.36308526992798,59.39111328125,16.702766418457,2.29319500923157,9.38614368438721,0.0440338514745235,0,"Arkansas","AR","arkansas",223.79998588562
"75",5,82,324.700012207031,8.19999980926514,78.8000030517578,143,5.39668083190918,59.3401718139648,16.5739574432373,2.29426193237305,9.23846340179443,0.0440543405711651,0,"Arkansas","AR","arkansas",237.700009346008
"76",5,83,297.700012207031,7.59999990463257,69.3000030517578,166,5.41215562820435,59.312442779541,16.4147605895996,2.30575394630432,9.47599983215332,0.0442750081419945,0,"Arkansas","AR","arkansas",220.800009250641
"77",5,84,321.399993896484,7.5,67.5999984741211,179,5.42996883392334,59.3006019592285,16.2345123291016,2.31977391242981,10.1270399093628,0.0445442236959934,0,"Arkansas","AR","arkansas",246.299995422363
"78",5,85,347.600006103516,7.90000009536743,68.5,188,5.44884395599365,59.1884803771973,16.0480422973633,2.32704401016235,10.4304637908936,0.0446838177740574,0,"Arkansas","AR","arkansas",271.200006008148
"79",5,86,394.799987792969,8.10000038146973,79.6999969482422,195,5.45392560958862,59.1225509643555,15.8102731704712,2.33199000358582,10.666205406189,0.0447787940502167,0,"Arkansas","AR","arkansas",306.999990463257
"80",5,87,412,7.59999990463257,79.0999984741211,198,5.46893119812012,59.0803108215332,15.5930833816528,2.34235906600952,10.6853675842285,0.0449778959155083,0,"Arkansas","AR","arkansas",325.300001621246
"81",5,88,422.700012207031,8.69999980926514,84.0999984741211,227,5.48595237731934,58.9450416564941,15.3579425811768,2.34263801574707,10.9594717025757,0.0449832566082478,0,"Arkansas","AR","arkansas",329.900013923645
"82",5,89,473.700012207031,8.39999961853027,110.599998474121,230,5.50778675079346,58.8136138916016,15.1213760375977,2.34638690948486,11.0918388366699,0.0450552441179752,0,"Arkansas","AR","arkansas",354.70001411438
"83",5,90,532.200012207031,10.3000001907349,113.199996948242,261,5.545241355896,61.0187644958496,14.9350366592407,2.35434293746948,11.0558586120605,0.0452106222510338,0,"Arkansas","AR","arkansas",408.700015068054
"84",5,91,593.299987792969,11.1000003814697,135.600006103516,277,5.60315132141113,60.9545593261719,14.8075685501099,2.37066602706909,11.1514053344727,0.0455240719020367,0,"Arkansas","AR","arkansas",446.599981307983
"85",5,92,576.5,10.8000001907349,125.5,317,5.66037797927856,60.8052368164062,14.6897077560425,2.39409804344177,11.6617498397827,0.045974038541317,0,"Arkansas","AR","arkansas",440.199999809265
"86",5,93,593.299987792969,10.1999998092651,124.900001525879,340,5.73163080215454,60.9196166992188,14.56569480896,2.42374300956726,11.7095556259155,0.0465433113276958,0,"Arkansas","AR","arkansas",458.199986457825
"87",5,94,595.099975585938,12,128.699996948242,327,5.74898862838745,61.0067710876465,14.4551239013672,2.4506049156189,11.92799949646,0.0470591485500336,0,"Arkansas","AR","arkansas",454.399978637695
"88",5,95,553.200012207031,10.3999996185303,125.699996948242,345,5.77774238586426,60.9626731872559,14.3969593048096,2.48012089729309,12.1290836334229,0.047625944018364,0,"Arkansas","AR","arkansas",417.100015640259
"89",5,96,524,9,114,361,5.83565998077393,60.9630165100098,14.3688383102417,2.50485801696777,12.3456697463989,0.048100970685482,1,"Arkansas","AR","arkansas",401
"90",5,97,526.900024414062,9.89999961853027,111.5,357,5.88480949401855,61.0488014221191,14.3060617446899,2.52400708198547,12.5615882873535,0.0484686903655529,1,"Arkansas","AR","arkansas",405.500024795532
"91",5,98,490.200012207031,7.90000009536743,96.1999969482422,392,5.91733837127686,61.0990753173828,14.2531604766846,2.53820204734802,12.987416267395,0.048741277307272,1,"Arkansas","AR","arkansas",386.100015163422
"92",5,99,425.200012207031,5.59999990463257,79.3000030517578,415,5.96192741394043,61.2113952636719,14.175386428833,2.55137300491333,13.2953338623047,0.0489942021667957,1,"Arkansas","AR","arkansas",340.300009250641
"93",6,77,706,11.5,287,85,5.01166296005249,65.5193634033203,18.7883491516113,22.3524017333984,14.0890808105469,0.142953813076019,0,"California","CA","california",407.5
"94",6,78,742.900024414062,11.6999998092651,306.100006103516,80,5.16054010391235,65.2790679931641,18.6381359100342,22.8359622955322,14.6963043212891,0.146046414971352,0,"California","CA","california",425.100018501282
"95",6,79,811.099975585938,13,333.799987792969,88,5.29974174499512,64.9998168945312,18.4917488098145,23.2568874359131,14.880711555481,0.148738414049149,0,"California","CA","california",464.299987792969
"96",6,80,893.599975585938,14.5,384.200012207031,93,5.59430360794067,64.4382705688477,18.3839664459229,23.8008003234863,14.5430612564087,0.152277365326881,0,"California","CA","california",494.899963378906
"97",6,81,863,13,388.200012207031,98,5.76412200927734,64.1647644042969,18.3301887512207,24.2859363555908,14.4726791381836,0.15538127720356,0,"California","CA","california",461.799987792969
"98",6,82,814.700012207031,11.1999998092651,372.100006103516,114,5.95595741271973,63.594181060791,18.204891204834,24.8200073242188,14.2147674560547,0.15879824757576,0,"California","CA","california",431.40000629425
"99",6,83,772.599975585938,10.5,340.899993896484,135,6.10849189758301,63.0243949890137,18.0080280303955,25.3600234985352,14.4910001754761,0.162253260612488,0,"California","CA","california",421.199981689453
"100",6,84,763.400024414062,10.6000003814697,327.5,150,6.26654767990112,62.4737854003906,17.7938938140869,25.844388961792,15.2739925384521,0.165352240204811,0,"California","CA","california",425.300024032593
"101",6,85,765.299987792969,10.5,327.700012207031,162,6.4192271232605,61.972599029541,17.5841846466064,26.4411125183105,15.6577339172363,0.169170051813126,0,"California","CA","california",427.099975585938
"102",6,86,920.5,11.3000001907349,342.899993896484,181,6.57193613052368,61.4321022033691,17.3514137268066,27.1022415161133,16.0238513946533,0.173399969935417,0,"California","CA","california",566.300005912781
"103",6,87,918,10.6000003814697,301.299987792969,212,6.71257066726685,60.9608268737793,17.132698059082,27.7771530151367,16.3341236114502,0.177718043327332,0,"California","CA","california",606.100011825562
"104",6,88,929.799987792969,10.3999996185303,305.799987792969,231,6.85067319869995,60.5455169677734,16.9279193878174,28.4642524719238,16.5983467102051,0.182114109396935,0,"California","CA","california",613.60000038147
"105",6,89,977.700012207031,10.8999996185303,331.799987792969,257,6.99794912338257,60.1418685913086,16.7849273681641,29.2181606292725,16.6742935180664,0.186937600374222,0,"California","CA","california",635.000024795532
"106",6,90,1045.19995117188,11.8999996185303,377,283,7.15620374679565,60.5382080078125,16.610466003418,29.9501113891602,16.6794185638428,0.192021116614342,0,"California","CA","california",656.299951553345
"107",6,91,1089.90002441406,12.6999998092651,411.299987792969,311,7.26585006713867,59.8616333007812,16.2287216186523,30.4141139984131,16.0995445251465,0.194996014237404,0,"California","CA","california",665.900036811829
"108",6,92,1119.69995117188,12.6999998092651,424.100006103516,318,7.39420557022095,59.4058723449707,15.9038982391357,30.875919342041,16.1326198577881,0.197956830263138,0,"California","CA","california",682.899945259094
"109",6,93,1077.80004882812,13.1000003814697,405.100006103516,339,7.52518510818481,58.8409461975098,15.5911436080933,31.1472072601318,15.796703338623,0.199696153402328,0,"California","CA","california",659.60004234314
"110",6,94,1013,11.8000001907349,356.799987792969,368,7.61895275115967,58.3401374816895,15.2913227081299,31.3171787261963,15.7738561630249,0.200785905122757,0,"California","CA","california",644.400012016296
"111",6,95,966,11.1999998092651,331.200012207031,384,7.71491289138794,57.9189949035645,15.0837736129761,31.4935245513916,16.0203838348389,0.201916515827179,0,"California","CA","california",623.599987983704
"112",6,96,862.700012207031,9.10000038146973,295.600006103516,416,7.80310344696045,57.6422538757324,14.9519605636597,31.7808284759521,16.2325038909912,0.203758522868156,0,"California","CA","california",558.000005722046
"113",6,97,798.299987792969,8,252.5,446,7.90724182128906,57.7113227844238,14.8805713653564,32.2177085876465,16.6067810058594,0.206559523940086,0,"California","CA","california",537.799987792969
"114",6,98,703.700012207031,6.59999990463257,210.600006103516,475,8.00075721740723,57.9136619567871,14.8725566864014,32.6827926635742,17.2693042755127,0.209541350603104,0,"California","CA","california",486.500006198883
"115",6,99,627.200012207031,6,181.100006103516,483,8.08967018127441,58.1497573852539,14.9153594970703,33.1451225280762,17.8538875579834,0.212505504488945,0,"California","CA","california",440.100006103516
"116",8,77,511.899993896484,6.30000019073486,170.699996948242,87,2.02663660049438,72.3789749145508,20.018159866333,2.69614195823669,12.4401483535767,0.0259829051792622,0,"Colorado","CO","colorado",334.899996757507
"117",8,78,498,7.30000019073486,159.199996948242,89,2.08179426193237,72.4142913818359,19.8079490661621,2.76674795150757,13.0475921630859,0.026663338765502,0,"Colorado","CO","colorado",331.500002861023
"118",8,79,522.099975585938,5.80000019073486,157,93,2.11509490013123,72.4913101196289,19.5759983062744,2.84923410415649,13.1657114028931,0.0274582616984844,0,"Colorado","CO","colorado",359.299975395203
"119",8,80,528.599975585938,6.90000009536743,160.100006103516,90,2.20716214179993,72.3798446655273,19.3458957672119,2.90880298614502,13.0680809020996,0.0280786044895649,0,"Colorado","CO","colorado",361.599969387054
"120",8,81,531.700012207031,8.10000038146973,159.5,96,2.25434398651123,72.3800888061523,19.0392875671387,2.9778950214386,13.3065357208252,0.028745548799634,0,"Colorado","CO","colorado",364.100011825562
"121",8,82,504.200012207031,6,150.600006103516,92,2.31397676467896,72.2112121582031,18.5597324371338,3.06156897544861,13.3592395782471,0.0295532513409853,0,"Colorado","CO","colorado",347.600006103516
"122",8,83,476.399993896484,6.40000009536743,126.400001525879,108,2.36894750595093,71.8225326538086,18.0468769073486,3.13362789154053,13.5699996948242,0.0302488338202238,0,"Colorado","CO","colorado",343.599992275238
"123",8,84,457.799987792969,5.80000019073486,114,109,2.42420554161072,71.46875,17.5274219512939,3.16998696327209,14.1462087631226,0.0305998083204031,0,"Colorado","CO","colorado",337.999987602234
"124",8,85,471,5.80000019073486,124.199996948242,104,2.49174356460571,71.0928726196289,17.1154708862305,3.20871710777283,14.2752161026001,0.0309736672788858,0,"Colorado","CO","colorado",341.000002861023
"125",8,86,523.599975585938,7,144.800003051758,103,2.54774832725525,70.6062545776367,16.6470680236816,3.23744702339172,14.3367481231689,0.0312509983778,0,"Colorado","CO","colorado",371.79997253418
"126",8,87,467.5,5.80000019073486,118.800003051758,115,2.59925079345703,70.1235198974609,16.2241249084473,3.26047801971436,14.3977088928223,0.0314733125269413,0,"Colorado","CO","colorado",342.899996757507
"127",8,88,472.600006103516,5.69999980926514,98.8000030517578,145,2.64370250701904,69.7196807861328,15.8184108734131,3.26228094100952,14.5539703369141,0.0314907170832157,0,"Colorado","CO","colorado",368.100003242493
"128",8,89,471.399993896484,4.40000009536743,90,174,2.69871282577515,69.4188995361328,15.4711141586304,3.27582097053528,14.8940439224243,0.0316214188933372,0,"Colorado","CO","colorado",376.999993801117
"129",8,90,526,4.19999980926514,90.5999984741211,207,2.7509925365448,70.5121459960938,15.2000904083252,3.30386209487915,15.0136861801147,0.0318505950272083,0,"Colorado","CO","colorado",431.200001716614
"130",8,91,559.299987792969,5.90000009536743,107.400001525879,209,2.79831099510193,70.5401000976562,14.877833366394,3.36756706237793,14.9759969711304,0.0324647352099419,0,"Colorado","CO","colorado",445.999986171722
"131",8,92,578.799987792969,6.19999980926514,120.5,249,2.82962846755981,70.5875854492188,14.6568994522095,3.45999503135681,15.2273693084717,0.0333557762205601,0,"Colorado","CO","colorado",452.099987983704
"132",8,93,567.299987792969,5.80000019073486,116.699996948242,256,2.87970638275146,70.7658843994141,14.4605665206909,3.56088399887085,15.520414352417,0.034328393638134,0,"Colorado","CO","colorado",444.799990653992
"133",8,94,509.600006103516,5.40000009536743,106.900001525879,262,2.92054271697998,70.9648818969727,14.2873802185059,3.65390992164612,15.7906560897827,0.0352252013981342,0,"Colorado","CO","colorado",397.300004482269
"134",8,95,440.200012207031,5.80000019073486,96.1999969482422,289,2.94757103919983,71.140495300293,14.2117261886597,3.73806095123291,16.2617092132568,0.0360364504158497,0,"Colorado","CO","colorado",338.200015068054
"135",8,96,404.5,4.69999980926514,98.1999969482422,292,2.97302508354187,71.1971969604492,14.1788158416748,3.81271600723267,16.6566848754883,0.036756157875061,0,"Colorado","CO","colorado",301.600003242493
"136",8,97,363.200012207031,4,83.3000030517578,322,3.00352597236633,71.1913986206055,14.2007293701172,3.89129304885864,17.3575706481934,0.0375136733055115,0,"Colorado","CO","colorado",275.900009155273
"137",8,98,377.899993896484,4.59999990463257,81.5,342,3.05842804908752,71.0932312011719,14.2376594543457,3.96896696090698,18.242015838623,0.0382624790072441,0,"Colorado","CO","colorado",291.799993991852
"138",8,99,340.5,4.59999990463257,75.3000030517578,357,3.09496760368347,71.1978378295898,14.238561630249,4.05613279342651,18.8567333221436,0.0391027964651585,0,"Colorado","CO","colorado",260.59999704361
"139",9,77,282.299987792969,4.19999980926514,129.5,62,2.62586855888367,69.8311462402344,17.5366096496582,3.08572196960449,14.3225288391113,0.634661078453064,0,"Connecticut","CT","connecticut",148.599987983704
"140",9,78,315,4.19999980926514,154.800003051758,53,2.68660950660706,69.8517532348633,17.4405460357666,3.09162902832031,14.8521595001221,0.635875999927521,0,"Connecticut","CT","connecticut",155.999997138977
"141",9,79,414.200012207031,4.19999980926514,193.300003051758,70,2.7599925994873,69.8198013305664,17.3373680114746,3.09591388702393,15.0522117614746,0.63675731420517,0,"Connecticut","CT","connecticut",216.700009346008
